symbol,code
INDXTRA,524614
ISTRNETWK,524622
GAGAN,524624
PARKERAC,524628
SHUKRAPHAR,524632
ALUFLUOR,524634
OXYGENTAPH,524636
ARCHITORG,524640
INDOAMIN,524648
NATCAPSUQ,524654
WELCURE,524661
BIBCL,524663
SOTL,524667
HESTERBIO,524669
KABSON,524675
BASANTGL,524687
SANDUPHQ,524703
NACLIND,524709
VISTAPH,524711
SUNPHARMA,524715
TITANBIO,524717
ARVAYA,524723
SDL,524727
JENBURPH,524731
HIKAL,524735
CAPLIPOINT,524742
FISCHER,524743
LINKPH,524748
DECIPHER,524752
EMMESSA,524768
NGLFINE,524774
EVERESTO,524790
AUROPHARMA,524804
PHYTO,524808
NATCOPHARM,524816
DYNAMIND,524818
PANAMAPET,524820
BALPHARMA,524824
BDH,524828
JAUSPOL,526001
GLOBUSCON,526025
CUBEXTUB,526027
POLYCHMP,526043
STELLANT,526071
GALXBRG,526073
VINRKLB,526075
SCAGRO,526081
RALEGRA,526095
UNRYLMA,526113
KARANWO,526115
SHERVANI,526117
BNAGROCHEM,526125
SUPERTEX,526133
SHETR,526137
TRABI,526139
MPL,526143
NIKHILAD,526159
SPENTA,526161
MULTIBASE,526169
ANDREWYU,526173
LUDLOWJUT,526179
ASHRAM,526187
ROYALCU,526193
SURJIND,526211
HITECHCORP,526217
FILATEX,526227
STDSFAC,526231
MORGAN,526237
AMRAPLIN,526241
PREMEXPLN,526247
MOLDTECH,526263
CRSTCHM,526269
MPHASIS,526299
DIVSHKT,526315
ORIENTLTD,526325
ADVMULT,526331
SHREYASI,526335
PANJON,526345
DUROPACK,526355
SWARNSAR,526365
GANESHHOU,526367
NMDC,526371
CINDHO,526373
PATINTLOG,526381
ALPHAGEO,526397
HAMPTON,526407
KKALPANAIND,526409
OKPLA,526415
KRITI,526423
ASMTEC,526433
PERFEPA,526435
VISIONCINE,526441
AEIM,526443
INDRANIB,526445
EUROLED,526468
WINSOMBR,526471
ELEFLOR,526473
SKYIND,526479
PHOENXINTL,526481
BHUDEVI,526488
PRATIK,526490
RISHIROOP,526492
PROMACT,526494
STRGRENWO,526500
SYSTMTXC,526506
SHAHISHIP,526508
ALPINEHOU,526519
IIRM,526530
SFPIL,526532
SGLRES,526544
CHOKSILA,526546
CCHHL,526550
SALGUTI,526554
REMAGNET,526570
ENTRINT,526574
TPLPLASTEH,526582
PHOTOQUP,526588
LIBERTSHOE,526596
LIPPISYS,526604
ELECTHERM,526608
BLUEDART,526612
EXPOEAPL,526614
NATPLAS,526616
MFLINDIA,526622
TEXELIN,526638
RAYALEMA,526640
MIRZAINT,526642
TFCILTD,526650
THAKDEV,526654
BIL,526666
KAMATHOTEL,526668
TIRTPLS,526675
KEEPLEARN,526677
ECOPLAST,526703
ELEMARB,526705
BITS,526709
ADARSHPL,526711
HPBL,526717
NICCOPAR,526721
NTCIND,526723
SANDESH,526725
GARNET,526727
GOLDIAM,526729
BRIGHTBR,526731
SHAWGELTIN,526739
PGFOILQ,526747
GRATEXI,526751
VELHO,526755
HOWARHO,526761
VALIANT,526775
DRAGARWQ,526783
GREENPLY,526797
SEAMECLTD,526807
RAGHUNAT,526813
CHEVIOT,526817
DAICHI,526821
RAJINFRA,526823
SPICEISLIN,526827
CONFIPET,526829
SIPL,526839
SHAKTIPR,526841
ASHSI,526847
BANARBEADS,526849
AREXMIS,526851
BI,526853
ISFL,526859
RISHILASE,526861
JAINCO,526865
KUMPFIN,526869
INTECCAP,526871
RAJSEC,526873
SIDDHEGA,526877
63MOONS,526881
SARLAPOLY,526885
INDOCRED,526887
MKTCREAT,526891
HFIL,526899
SONALAD,526901
PADMAIND,526905
21STCENMGM,526921
HRYNSHP,526931
KALIND,526935
VAICC,526941
TYROON,526945
LAOPALA,526947
STYLAMIND,526951
VENUSREM,526953
LASTMILE,526961
GUJCRAFT,526965
HEERAISP,526967
DHOOTIN,526971
SHBAJRG,526981
URJA,526987
ASHAPURMIN,527001
SHREEPAC,527005
GUJALKALI,530001
INDIACEM,530005
JKTYRE,530007
SIL,530017
JUBLPHARMA,530019
THEINVEST,530023
SAMYAKINT,530025
SPARKLEGR,530037
ACKNIT,530043
TITANSEC,530045
REALECO,530053
VIVANZA,530057
YASHRAJC,530063
LORDSHOTL,530065
CSLFINANCE,530067
SANGHVIMOV,530073
ANTELOPUS,530075
PURETROP,530077
FAZE3Q,530079
ANUPAM,530109
RAJPACK,530111
PRIVISCL,530117
NATRAJPR,530119
SAMRATPH,530125
NPRFIN,530127
NILE,530129
AMCOIND,530133
OPTIEMUS,530135
KREONFIN,530139
GYANDEV,530141
KISAN,530145
KERALAYUR,530163
MONGIPA,530167
MOHITPPR,530169
DAULAT,530171
ODYSSEY,530175
VKGLOBAL,530177
RSCINT,530179
SURATRAML,530185
ATHARVENT,530187
FUNDVISER,530197
THEMISMED,530199
KALLAM,530201
BRAWN,530207
FORINTL,530213
KINGSINFR,530215
SWOJAS,530217
SUBSM,530231
AUROLAB,530233
KJMCFIN,530235
SUVEN,530239
ARYAMAN,530245
BRIDGESE,530249
RISAINTL,530251
RAJTUBE,530253
KAYPOWR,530255
INTSTOIL,530259
GLOBALCA,530263
SAINIK,530265
ARIGATO,530267
RICHUNV,530271
QUANTDIA,530281
SPCAPIT,530289
KOTHARIPRO,530299
PICCADIL,530305
CLSEL,530307
CHANDRAP,530309
KIMIABL,530313
HINDTIN,530315
GODAVARI,530317
PREMCO,530331
MUKESHB,530341
GENUSPOWER,530343
ASIANENE,530355
KBSINDIA,530357
PRABHHANS,530361
UGARSUGAR,530363
ORIENTBELL,530365
NRBBEARING,530367
VAMSHIRU,530369
NILAINFRA,530377
DBSTOCKBRO,530393
VINYOFL,530401
JINDCAP,530405
EPIC,530407
SUMEDHA,530419
KUWERIN,530421
CHOKSI,530427
ASHISHPO,530429
SHIVAAGRO,530433
SIDDHA,530439
SUMERUIND,530445
RUNGTAIR,530449
GTTDATA,530457
VALSONQ,530459
SABOOSOD,530461
GSLSEC,530469
TINNARUBR,530475
VIKRAMTH,530477
STRATMONT,530495
AKCAPIT,530499
RELAXO,530517
VIRAT,530521
RRETAIL,530525
TERAI,530533
COSCO,530545
KENFIN,530547
SHILPAMED,530549
PARACABLES,530555
NCLRESE,530557
KOIYAIN,530565
EXPLICITFIN,530571
LADDERUP,530577
UYFINCORP,530579
EKAMLEA,530581
SWASTIKA,530585
PRIMAPLA,530589
TELECANOR,530595
JAGSONSER,530601
GARGFUR,530615
SAMPRE,530617
AAIL,530621
VIPULORG,530627
ECORECO,530643
GOODLUCK,530655
GOYALASS,530663
ZENITHHE,530665
ACEENGITEC,530669
YORKEXP,530675
SUPREME,530677
LYKISLTD,530689
PRIMEPRO,530695
ZENLABS,530697
RAJRILTD,530699
ANIRIT,530705
GOWRALE,530709
JAGANLAM,530711
ASITCFIN,530723
SUPERBAK,530735
OVOBELE,530741
ACSTECH,530745
CHALLANI,530747
CORNE,530755
STERTOOLS,530759
INLANPR,530787
CEEJAY,530789
SUNCITYSY,530795
ANNAINFRA,530799
BHAGERIA,530803
OIVL,530805
BNRUDY,530809
KRBL,530813
SSPDL,530821
DAIKAFFI,530825
CILSEC,530829
CLIOINFO,530839
CUPID,530843
SUNSHIEL,530845
HIPOLIN,530853
CHEMBOND,530871
CIFL,530879
ABVL,530881
SUCROSA,530883
AUDROC,530889
NGIND,530897
ASIAPAK,530899
SICAPIT,530907
ERPSOFT,530909
REMSONSIND,530919
RAMSONS,530925
STANPACK,530931
AQYLON,530943
RAMINFO,530951
SUNILAGR,530953
DIANATEA,530959
VIKASECO,530961
IOC,530965
ALFAICA,530973
SKCIL,530977
INDIAHOME,530979
ROOPAIND,530991
SARTHAKGL,530993
UNIQUEO,530997
BALAMINES,530999
SWRNASE,531003
VENMAX,531015
ARISE,531017
VISAGAR,531025
LIBORD,531027
REGAL,531033
EBIX,531035
COMPEAU,531041
ZDHJERK,531043
NEELKAN,531049
CONTILI,531067
VIJSOLX,531069
ALANKIT,531082
NIHARINF,531083
UNITDCR,531091
OMINFRAL,531092
CENTUPLE,531099
ISHANCH,531109
GOTHIPL,531111
BALUFORGE,531112
CEENIK,531119
PATELENG,531120
KATIPATANG,531126
MENAMANI,531127
INANI,531129
GEMSI,531137
ELFORGE,531144
MEDICAMEQ,531146
ALICON,531147
DILIGENT,531153
EPSOMPRO,531155
ALFAVIO,531156
ORGCOAT,531157
CATVISION,531158
ABMKNO,531161
EMAMILTD,531162
KEMISTAR,531163
SKPSEC,531169
SYSCHEM,531173
MEFCOMCAP,531176
HEMANG,531178
ARMANFIN,531179
FILTRON,531191
GLANCE,531199
SHILCTECH,531201
TRADEWELL,531203
SPRIGHT,531205
NUCLEUS,531209
COLINZ,531210
NLFL,531212
MANAPPURAM,531213
RTSPOWR,531215
COMFINTE,531216
MAYURFL,531221
ANJANI,531223
XTGLOBAL,531225
DECOMIC,531227
RASIELEC,531233
SCOOBEEDAY,531234
CITIPOR,531235
DHRUVCA,531237
LINC,531241
PRIMAIN,531246
INDGELA,531253
OPTIFIN,531254
PARAGONF,531255
VELLORA,531257
ESHAMEDIA,531259
VSTTILLERS,531266
B2BSOFT,531268
NIKKIGL,531272
RADHEDE,531273
KINETRU,531274
ELIXIR,531278
TRISHAKT,531279
PANKAJPO,531280
MARBLE,531281
NATPLASTI,531287
LEADFIN,531288
NATFIT,531289
ARTEFACT,531297
TUSALDAH,531301
DHPIND,531306
RRIL,531307
AVAILFC,531310
INTCAPL,531314
MGIL,531319
HAVISHA,531322
KRETTOSYS,531328
VIKALPS,531334
ZYDUSWELL,531335
MILESTONE,531338
BERVINL,531340
CONCOR,531344
EASTRED,531346
PANACEABIO,531349
MERCURYEV,531357
CHOICEIN,531358
SRAMSET,531359
EKANSH,531364
SPAR,531370
BYKE,531373
CSURGSU,531380
ARIHANT,531381
HASTIFIN,531387
UPSURGE,531390
PADAMCO,531395
WOMENNET,531396
POLYCON,531397
SOURCENTRL,531398
GGAUTO,531399
ALMONDZ,531400
LWSKNIT,531402
ANSINDUS,531406
TUNITEX,531411
RADIXIND,531412
NARPROP,531416
MEGACOR,531417
BMBMUMG,531420
TNPL,531426
SHAKTIPUMP,531431
SUNGOLD,531433
SAFFRON,531436
PWASML,531437
GOLDTECH,531439
LYONSCO,531441
GRMOVER,531449
MOHITIND,531453
POLYLINK,531454
MINAXI,531456
BOSTON,531458
CONTICON,531460
GBLINFRA,531463
NOUVEAU,531465
DUKEOFS,531471
CYBELEIND,531472
FILME,531486
CGVAK,531489
NAVKARURB,531494
BLUECOAST,531495
MADHUCON,531497
RAJESHEXPO,531500
ESARIND,531502
MARIS,531503
INDERGR,531505
EVEREADY,531508
STEP2COR,531509
ORIENTTR,531512
MAHANIN,531515
VIKASPROP,531518
ACESOFT,531525
SOFTRAKV,531529
BETALA,531530
HATSUN,531531
ACCEDERE,531533
MIZVEN,531537
RISHDIGA,531539
MAINFRA,531540
KOBO,531541
JINDWORLD,531543
SOMANYCERA,531548
JHACC,531550
RAGHUTOB,531552
DRL,531553
CORALFINAC,531556
AMITSEC,531557
SANJIVIN,531569
VASINFRA,531574
BERYLSE,531582
RAP,531583
DEVINE,531585
BAMPSL,531591
GENPHARMA,531592
INCON,531594
CGCL,531595
FDC,531599
GOGIACAPGL,531600
GORANIN,531608
MAL,531613
COUNCODOS,531624
OROSMITHS,531626
TEJASSVI,531628
LINCOLN,531633
SILVOAK,531635
PRAVEG,531637
SURAJLTD,531638
MARICO,531642
TOKYOFIN,531644
UVS,531652
ABATEAS,531658
HITTCO,531661
YUVRAAJHPL,531663
RRMETAL,531667
VISIONCO,531668
KARNAWATI,531671
ANKIN,531673
EMROCK,531676
MAYUR,531680
AMERISE,531681
PRITHVIEXCH,531688
KHYATI,531692
RAINBOWF,531694
TRICOMFRU,531716
VIDHIING,531717
BHAGCHEM,531719
GATECH,531723
PANCHSHEEL,531726
MENNPIS,531727
GREENCREST,531737
GENNEX,531739
GINISILK,531744
PRAENG,531746
BIOGEN,531752
GKCONS,531758
APOLLOPIPE,531761
UNJHAFOR,531762
POLYMED,531768
PFLINFOTC,531769
SHRADDHA,531771
KACHCHH,531778
PADALPO,531779
KACL,531780
KCLINFRA,531784
ATULAUTO,531795
SCANPRO,531797
PRERINFRA,531802
METALCO,531810
SGNTE,531812
TIRSARJ,531814
MUNOTHFI,531821
RODIUM,531822
NAGTECH,531832
NATHUEC,531834
IECEDU,531840
INDUSFINL,531841
LAHOTIOV,531842
ZENITHSTL,531845
TRINITYLEA,531846
ASTAR,531847
ORIRAIL,531859
JOINDRE,531861
BHARATAGRI,531862
UNITINT,531867
SACHEMT,531869
POPULARES,531870
ANJANIFIN,531878
REXNORD,531888
NWIL,531889
KHANDSE,531892
SAWACA,531893
CCLINTER,531900
GALLOPENT,531902
CROISSANCE,531909
JOJO,531910
GALAGEX,531911
CASTORA,531913
AGARIND,531921
DHAMPURE,531923
SHAQUAK,531925
SARTHAKIND,531930
SAICAPI,531931
LEXORAA,531944
VERTEX,531950
RIBATEX,531952
NEWINFRA,531959
SHREMETAL,531962
CHLOGIST,531977
AMBIKCO,531978
HINDALUMI,531979
SPECFOOD,531982
AMRAAGRI,531991
AUTOPINS,531994
ODYCORP,531996
IKOMA,531997
INDCTST,532001
SAMINDUS,532005
SHVFL,532007
POOJAENT,532011
GRAVITY,532015
ESPIRE,532016
LCCINFOTEC,532019
FILATFASH,532022
SINDHUTRAD,532029
ZENOTECH,532039
HINDBIO,532041
FRONTCORP,532042
SWELECTES,532051
WALLFORT,532053
KDDL,532054
ABHICAP,532057
3BBLACKBIO,532067
GUJJUBHAI,532070
ATVOENT,532090
EPUJA,532092
INDOCITY,532100
SBECSUG,532102
BRIJLEAS,532113
BSELALGO,532123
RELIABVEN,532124
TRIUMPIN,532131
BANKBARODA,532134
MOHITE,532140
ACL,532141
SKMEGGPROD,532143
WELCORP,532144
HOTLSILV,532145
BANKINDIA,532149
INDRAMEDCO,532150
JOHNPHARMA,532154
GAIL,532155
VAIBHAVGBL,532156
TRESCON,532159
GUJSTATFIN,532160
JKPAPER,532162
SAREGAMA,532163
ADROITINFO,532172
CYBERTECH,532173
ICICIBANK,532174
CYIENT,532175
ENGINERSIN,532178
DHANBANK,532180
GMDCLTD,532181
GAYATRI,532183
INDUSINDBK,532187
ITDC,532189
J&KBANK,532209
CUB,532210
ARCHIES,532212
AXISBANK,532215
HBSL,532216
CMXLTD,532217
SOUTHBANK,532218
ENERGYDEV,532219
SONATSOFTW,532221
BENGALT,532230
NATIONALUM,532234
INDNIPPON,532240
NSIL,532256
APARINDS,532259
TCIIND,532262
ACCELYA,532268
ORCHASP,532271
LANDMARC,532275
HCLTECH,532281
TCFCFINQ,532284
GEOJITFSL,532285
JINDALSTEL,532286
BLBLIMITED,532290
GLENMARK,532296
WOCKPHARMA,532300
INTEGHIT,532303
KJMCCORP,532304
INDSWFTLAB,532305
GVPIL,532309
SHREERAMA,532310
MAHLIFE,532313
GROARC,532315
VAARAD,532320
ZYDUSLIFE,532321
SHIVACEM,532323
CINEVISTA,532324
INTENTECH,532326
DANLAW,532329
AJANTPHARM,532331
HBPOR,532333
HBESD,532334
AMBICAAGAR,532335
COMPUSOFT,532339
OMNIAX,532340
IZMO,532341
TVSMOTOR,532343
MADALA,532344
SUBEXLTD,532348
TCI,532349
PADMALAYAT,532350
AKSHOPTFBR,532351
VIRGOGLOB,532354
PICTUREHS,532355
TRIVENI,532356
MUKTAARTS,532357
HITKITGLO,532359
NAGPI,532362
DSSL,532365
PNBGILTS,532366
BCG,532368
RAMCOIND,532369
RAMCOSYS,532370
TTML,532371
VIRINCHI,532372
WEPSOLN,532373
STLTECH,532374
TIPSMUSIC,532375
UMIYA-MRO,532376
UNIVARTS,532378
FIRSTFIN,532379
BABA,532380
BALAJITELE,532382
TYCHE,532384
CALSOFT,532386
PNC,532387
IOB,532388
TAJGVK,532390
CREATIVEYE,532392
AXISCADES,532395
KONNDOR,532397
UMESLTD,532398
BSOFT,532400
USGTECH,532402
7TEC,532404
AVANTEL,532406
MOSCHIP,532407
SIGMAADV,532408
TRANSCOR,532410
NEXTMEDIA,532416
SMARTLINK,532419
GODREJCP,532424
GENUSPRIME,532425
BFUTILITIE,532430
UNITDSPR,532432
SANINFRA,532435
OLECTRA,532439
MPSLTD,532440
CERA,532443
TSPIRITUAL,532444
BHARTIARTL,532454
SHALIWIR,532455
COMPINFO,532456
GULPOLY,532457
PONNIERODE,532460
PNB,532461
OFSS,532466
HAZOOR,532467
KAMAHOLD,532468
APTECHT,532475
UNIONBANK,532477
UBL,532478
NOIDATOLL,532481
GRANULES,532482
CANBK,532483
BLIL,532485
POKARNA,532486
DIVISLAB,532488
ASTRAMICRO,532493
RADICO,532497
MARUTI,532500
RAJPALAYAM,532503
NAVINFLUOR,532504
UCOBANK,532505
BAGFILMS,532507
JSL,532508
SUPRAJIT,532509
TVSELECT,532513
IGL,532514
TVTODAY,532515
PALREDTEC,532521
PETRONET,532522
BIOCON,532523
PTC,532524
MAHABANK,532525
RKFORGE,532527
DATAMATICS,532528
NDTV,532529
STAR,532531
ULTRACEMCO,532538
UNOMINDA,532539
TCS,532540
COFORGE,532541
GULFPETRO,532543
CENTURYPLY,532548
WELENT,532553
NTPC,532555
SALSTEEL,532604
JBMA,532605
DWARKESH,532610
INDOCO,532612
VIPCLOTHNG,532613
IMPEXFERRO,532614
XCHANGING,532616
JINDALPHOT,532624
POCL,532626
JPPOWER,532627
3IINFOLTD,532628
MBECL,532629
GOKEX,532630
ALLDIGI,532633
IIFL,532636
MANGALAM,532637
SHOPERSTOP,532638
CYBERMEDIA,532640
NDL,532641
JSWHL,532642
JKCEMENT,532644
BEEYU,532645
YESBANK,532648
NECLIFE,532649
MSPL,532650
KTKBANK,532652
MCLEODRUSS,532654
FACORALL,532656
VIVIMEDLAB,532660
RML,532661
HTMEDIA,532662
SASKEN,532663
FCSSOFT,532666
SUZLON,532667
AURIONPRO,532668
RENUKA,532670
KMSUGAR,532673
BASML,532674
PBAINFRA,532676
AIAENG,532683
EKC,532684
KERNEX,532686
REPRO,532687
PVRINOX,532689
ASMS,532694
CELEBRITY,532695
NITINSPIN,532698
ROHLTD,532699
ENIL,532700
CELLA,532701
JAGRAN,532705
GVKPIL,532708
SADBHAV,532710
RCOM,532712
SAKUMA,532713
KEC,532714
GILLANDERS,532716
INDOTECH,532717
BLKASHYAP,532719
M&MFIN,532720
VISACHROME,532721
NITCO,532722
MPDL,532723
SOLARINDS,532725
GALLANTT,532726
MALUPAPER,532728
UTTAMSUGAR,532729
SGL,532730
KKCL,532732
SUNTV,532733
GPIL,532734
RSYSTEMS,532735
EMKAY,532737
TICL,532738
LOKESHMACH,532740
KAMDHENU,532741
PAUSHAKLTD,532742
GTNTEX,532744
PFOCUS,532748
ALLCARGO,532749
GMRAIRPORT,532754
TECHM,532755
CIEINDIA,532756
VOLTAMP,532757
ATLANTAA,532759
HGM,532761
ACE,532762
GAYAPROJ,532767
FIEMIND,532768
JHS,532771
DCBBANK,532772
GLOBALVECT,532773
INSPIRISYS,532774
GTLINFRA,532775
SHIVAMAUTO,532776
NAUKRI,532777
TORNTPOWER,532779
PARSVNATH,532780
SUTLEJTEX,532782
LTFOODS,532783
SOBHA,532784
RUCHIRA,532785
TANLA,532790
ZEEMEDIA,532794
SITINET,532795
LUMAXTECH,532796
AUTOIND,532797
NETWORK18,532798
HUBTOWN,532799
CTE,532801
TIIL,532804
REDINGTON,532805
AICHAMP,532806
CINELINE,532807
PGIL,532808
FSL,532809
PFC,532810
AHLUCONT,532811
INDIANB,532814
SMSPHARMA,532815
ORIENTALTL,532817
ELAND,532820
IDEA,532822
JAGJANANI,532825
RAJTV,532826
PAGEIND,532827
AMDIND,532828
LEHAR,532829
ASTRAL,532830
EMBDL,532832
CAMLINFINE,532834
ICRA,532835
DISHTV,532839
SAHYADRI,532841
SRHHYPOLTD,532842
FORTIS,532843
TGBHOTELS,532845
HILTON,532847
DELTACORP,532848
MICEL,532850
INSECTICID,532851
ASAHISONG,532853
HARYNACAP,532855
TIMETECHNO,532856
HGS,532859
NELCAST,532864
V2RETAIL,532867
DLF,532868
TARMAT,532869
ANKITMETAL,532870
SPARC,532872
HDIL,532873
ADSL,532875
ALPA,532878
OMAXE,532880
REFEX,532884
CENTRALBK,532885
NEUEON,532887
ASIANTILES,532888
KPRMILL,532889
TAKE,532890
PURVA,532891
MOTILALOFS,532892
VTMLTD,532893
INDOWIND,532894
NAGREEKCAP,532895
MAGNUM,532896
POWERGRID,532898
KSCL,532899
PAISALO,532900
CCCL,532902
SUPREMEINF,532904
MAANALU,532906
IL&FSENGG,532907
PARLEIND,532911
RELIGARE,532915
BVCL,532916
RATHIBAR,532918
ADANIPORTS,532921
EDELWEISS,532922
RGL,532923
KOLTEPATIL,532924
JYOTHYLAB,532926
ECLERX,532927
TARIL,532928
BRIGADE,532929
BGRENERGY,532930
BURNPUR,532931
MANAKSIA,532932
PORWAL,532933
PPAP,532934
ARIES,532935
KUANTUM,532937
RPOWER,532939
JKIL,532940
CORDSCABLE,532941
KNRCON,532942
ONMOBILE,532944
SEPC,532945
BANG,532946
IRB,532947
GSS,532951
NAHARCAP,532952
VGUARD,532953
RECLTD,532955
GOKAKTEX,532957
TITAGARH,532966
KIRIINDUS,532967
BIRLAMONEY,532974
TELOGICA,532975
JAIBALAJI,532976
BAJAJ-AUTO,532977
BAJAJFINSV,532978
GOKUL,532980
RPGLIFE,532983
SENSEX1,532985
NIRAJ,532986
BAFNAPH,532989
CHLLTD,532992
SEJALLTD,532993
ARCHIDPLY,532994
SOMICONVEY,533001
BIRLACOT,533006
LGBFORGE,533007
LPDC,533012
SICAGEN,533014
SIMPLXPAP,533019
20MICRONS,533022
ZFCVINDIA,533023
ALKALI,533029
ISGEC,533033
IMFA,533047
TPHQ,533048
VEDAVAAG,533056
MOLDTKPAC,533080
MHRIL,533088
LANDSMILL,533090
ROML,533093
BENGALASM,533095
ADANIPOWER,533096
NHPC,533098
PEIL,533100
SURYAAMBA,533101
GLOBUSSPR,533104
OIL,533106
SWANDEF,533107
BTTL,533108
SPSL,533110
EXPLEOSOL,533121
RTNPOWER,533122
DEN,533137
ASTEC,533138
DLINKINDIA,533146
JSWENERGY,533148
YUNIKM,533149
GODREJPROP,533150
DBCORP,533151
MBLINFRA,533152
JUBLFOOD,533155
VASCONEQ,533156
THANGAMAYL,533158
DBREALTY,533160
EMMBI,533161
HATHWAY,533162
TEXMOPIPES,533164
SUNDARAM,533166
COROENGG,533167
ROSSELLIND,533168
MANINFRA,533169
TAMBOLIIN,533170
IVZINGOLD,533172
IL&FSTRANS,533177
PERSISTENT,533179
ISFT,533181
KCPSUGIND,533192
KECL,533193
SATCH,533202
TARAPUR,533203
SJVN,533206
EMAMIPAP,533208
KRITINUT,533210
GKB,533212
HMVL,533217
EMAMIREAL,533218
BAJAJCON,533229
HDFCGOLD,533230
PRAKASHSTL,533239
GOLDIETF,533244
GPPL,533248
WELINV,533252
WAAREEINDO,533257
HEALTHX,533259
CPCAP,533260
RAMKY,533262
GREENPOWER,533263
CANTABIL,533267
SEATV,533268
WABAG,533269
BEDMUTHA,533270
ASHOKA,533271
JWL,533272
OBEROIRLTY,533273
PRESTIGE,533274
SHAH,533275
COALINDIA,533278
GRAVITA,533282
RPPINFRA,533284
RDBIPL,533285
MOIL,533286
ZEELEARN,533287
KTIL,533289
A2ZINFRA,533292
KIRLOSENG,533293
RKDL,533294
PSB,533295
FMNL,533296
SURANASOL,533298
SHEKHAWATI,533301
KICL,533302
BFINVEST,533303
SUMMITSEC,533306
STEL,533316
TEXRAIL,533326
INDTERRAIN,533329
FCL,533333
ZENTEC,533339
LOVABLE,533343
PFS,533344
MON100,533385
MUTHOOTFIN,533398
TRUEGREEN,533407
BSLGOLDETF,533408
VMS,533427
KARMAENG,533451
DELPHIFX,533452
RUSHIL,533470
ENKEIWHEL,533477
KRIDHANINF,533482
INVENTURE,533506
LTF,533519
IBULLSLTD,533520
TREEHOUSE,533540
BROOKS,533543
RUPA,533552
TDPOWERSYS,533553
GOLDAXIS,533570
APLLTD,533573
VASWANI,533576
PGEL,533581
LESHAIND,533602
RDBRL,533608
TIJARIA,533629
ONELIFECAP,533632
FLEXITUFF,533638
UEL,533644
TRITURBINE,533655
INDOTHAI,533676
ESSARSHPNG,533704
LICMFGOLD,533719
APLAPOLLO,533758
GPTINFRA,533761
FERVENTSYN,533896
THOMASCOTT,533941
TERASOFT,533982
PMCFIN,534060
FUTSOL,534063
AIML,534064
RHIM,534076
MCX,534091
SCHNEIDER,534139
OLPCL,534190
NBCC,534309
MTEDUCARE,534312
HEXATRADEX,534328
MAXHEIGHTS,534338
TBZ,534369
VSSL,534392
LOOKS,534422
SPECIALITY,534425
AURUS,534532
META,534535
RTNINDIA,534597
SAMPANN,534598
JTLIND,534600
AMTL,534612
NECCLTD,534615
WAAREERTL,534618
JUPITERIN,534623
DUCON,534674
PROZONER,534675
SRGHFL,534680
COMCL,534691
SHANTIGURU,534708
CASPIAN,534732
AERPACE,534733
VIRTUALG,534741
ZUARI,534742
STEELXIND,534748
TRIOMERC,534755
JUJHARLOGI,534796
CARERATING,534804
PCJEWELLER,534809
INDUSTOWER,534816
ISERA,534920
VMART,534976
NIBE,535136
MUKTA,535204
MYSTICELE,535205
COMFINCAP,535267
SBISENSEX,535276
REPCOHOME,535322
LAKHOTIA,535387
GCMSECU,535431
NIBL,535458
PRIMECAPM,535514
KIFS,535566
SREEL,535601
SHARDAMOTR,535602
BINNYMILLS,535620
SVGLOBAL,535621
JUSTDIAL,535648
OONE,535657
BRAHMINFRA,535693
AMPVOLTS,535719
KHOOBSURAT,535730
ORIENTCEM,535754
ABFRL,535755
SAMMAANCAP,535789
MMLF,535910
ALSL,535916
ESSENTIA,535958
JULIEN,536073
TIGERLOGS,536264
JKAGRI,536493
FLFL,536507
NOVELIX,536565
PVVINFRA,536659
VCU,536672
INDRENEW,536709
ACFSL,536737
JPOLYINVST,536773
YURANUS,536846
MOM100,536960
CPL,536974
NIFTYIETF,537007
NIF100IETF,537008
ARNOLD,537069
SUNLOC,537253
JTLDEFENCE,537254
SUYOG,537259
NATHBIOGEN,537291
AGRITECH,537292
CHEMTECH,537326
KETOMOTORS,537392
NIF100BEES,537483
DENISCHEM,537536
LADDU,537707
NIFTY1,537708
HANSUGAR,537709
KIRANVYPAR,537750
BCP,537766
RACE,537785
MANGIND,537800
VIJIFIN,537820
HBGHOTELS,537839
INFRONICS,537985
CPSEETF,538057
HARIAAPL,538081
RNBDENIMS,538119
SHARPINV,538212
WONDERLA,538268
RESPONSINF,538273
AFEL,538351
INCREDIBLE,538365
WESTLEIRES,538382
METSL,538401
JACKSON,538422
MONEYBOXX,538446
WORTH,538451
TPROJECT,538464
CTL,538476
SBL,538520
YAANENT,538521
ANVRDHI,538539
RAAMA,538540
GOLDCOINHF,538542
BRPL,538546
ARMAN,538556
SKIPPER,538562
SMTEL,538563
JAMESWARREN,538564
VISTARAMAR,538565
GULFOILLUB,538567
FRUTION,538568
TRIVENIENT,538569
BHANDERI,538576
CEMAINFRA,538596
TTIENT,538597
VISHAL,538598
TOYAMSL,538607
GAJANANSEC,538609
UNISON,538610
RTFL,538611
VRL,538634
SNOWMAN,538635
QGO,538646
SHARDACROP,538666
MIIL,538668
CITYONLINE,538674
SENSEXBEES,538683
SHEMAROO,538685
ULTRACAB,538706
RCCL,538707
ETIL,538708
ATISHAY,538713
SANGAMFIN,538714
DHABRIYA,538715
ARYACAPM,538716
PDSL,538730
VGCL,538732
CEINSYS,538734
PANABYTE,538742
MUDUNURU,538743
CRANEINFRA,538770
NIYOGIN,538772
ASIACAP,538777
KALYANCAP,538778
